LeadId,Age,Gender,Income,PolicyName
849,38,Male,3100000,Policy_5
850,42,Male,600000,Policy_1
851,41,Female,800000,Policy_10
852,36,Female,2300000,Policy_14
853,52,Male,600000,Policy_3
854,33,Male,700000,Policy_2
855,47,Female,3700000,Policy_14
856,41,Male,2600000,Policy_5
857,41,Male,700000,Policy_4
858,44,Male,800000,Policy_3
859,31,Male,600000,Policy_1
860,36,Male,700000,Policy_3
861,22,Female,600000,Policy_3
862,33,Female,900000,Policy_12
863,49,Male,2600000,Policy_5
864,35,Male,3100000,Policy_5
865,36,Female,900000,Policy_12
866,48,Male,600000,Policy_1
867,44,Male,2600000,Policy_4
868,32,Male,7900000,Policy_8
869,46,Male,700000,Policy_2
870,60,Male,700000,Policy_2
871,35,Female,2500000,Policy_14
872,34,Female,1100000,Policy_12
873,40,Male,900000,Policy_2
874,35,Male,3700000,Policy_6
875,32,Female,1100000,Policy_13
876,47,Male,600000,Policy_3
877,41,Male,200000,Policy_1
878,27,Male,2900000,Policy_5
879,24,Male,800000,Policy_1
880,29,Male,1000000,Policy_2
881,35,Female,1100000,Policy_13
882,47,Female,3400000,Policy_6
883,39,Male,1600000,Policy_4
884,34,Male,800000,Policy_2
885,35,Female,1300000,Policy_12
886,42,Male,1100000,Policy_4
887,38,Male,500000,Policy_1
888,50,Male,600000,Policy_1
889,31,Male,2900000,Policy_4
890,34,Male,900000,Policy_2
891,43,Female,8000000,Policy_8
892,37,Female,2700000,Policy_13
893,35,Male,2400000,Policy_4
894,27,Male,800000,Policy_2
895,55,Female,3500000,Policy_7
896,43,Male,2700000,Policy_6
897,40,Male,700000,Policy_2
898,36,Male,500000,Policy_3
899,47,Male,1100000,Policy_3
900,31,Male,800000,Policy_3
901,34,Female,1500000,Policy_13
902,36,Female,2700000,Policy_14
903,23,Male,300000,Policy_1
904,22,Male,250000,Policy_1
905,25,Male,500000,Policy_1
906,24,Male,500000,Policy_1
907,26,Male,450000,Policy_1
908,27,Male,600000,Policy_2
909,21,Male,300000,Policy_1
910,25,Male,500000,Policy_1
911,24,Male,400000,Policy_1
912,26,Male,700000,Policy_2
913,26,Male,500000,Policy_1
914,25,Male,500000,Policy_1
915,24,Male,450000,Policy_1
916,25,Male,500000,Policy_1
917,27,Male,800000,Policy_2
918,28,Male,1000000,Policy_2
919,24,Male,500000,Policy_1
920,21,Male,250000,Policy_1
921,23,Male,600000,Policy_2
922,24,Male,400000,Policy_1
923,25,Male,500000,Policy_2
924,21,Male,200000,Policy_1
925,23,Male,350000,Policy_1
926,24,Male,450000,Policy_1
927,24,Male,700000,Policy_2
928,25,Male,500000,Policy_1
929,24,Male,400000,Policy_1
930,26,Male,900000,Policy_2
931,27,Male,800000,Policy_2
932,24,Male,300000,Policy_1
933,38,Male,1900000,Policy_6
934,34,Male,1500000,Policy_6
935,31,Male,1400000,Policy_5
936,35,Male,1500000,Policy_6
937,32,Male,1200000,Policy_6
938,31,Male,1100000,Policy_5
939,30,Male,1300000,Policy_6
940,34,Male,1500000,Policy_6
941,35,Male,1700000,Policy_5
942,31,Male,1100000,Policy_5
943,32,Male,1200000,Policy_5
944,36,Male,1600000,Policy_5
945,32,Male,1200000,Policy_6
946,34,Male,1400000,Policy_6
947,34,Male,1600000,Policy_5
948,31,Male,1200000,Policy_5
949,38,Male,1900000,Policy_5
950,37,Male,1800000,Policy_6
951,39,Male,2000000,Policy_5
952,37,Male,1500000,Policy_5
953,38,Male,1800000,Policy_6
954,34,Male,1300000,Policy_5
955,37,Male,1200000,Policy_6
956,36,Male,1000000,Policy_5
957,31,Male,1000000,Policy_5
958,35,Male,1500000,Policy_6
959,34,Male,1500000,Policy_6
960,31,Male,1000000,Policy_5
961,35,Male,1500000,Policy_6
962,32,Male,1200000,Policy_5
963,41,Male,2200000,Policy_6
964,40,Male,2000000,Policy_6
965,42,Male,2400000,Policy_6
966,41,Male,2000000,Policy_6
967,43,Male,2700000,Policy_7
968,45,Male,2500000,Policy_7
969,40,Male,2000000,Policy_6
970,41,Male,2200000,Policy_7
971,42,Male,3000000,Policy_7
972,41,Male,2500000,Policy_7
973,45,Male,2500000,Policy_7
974,41,Male,2000000,Policy_7
975,40,Male,2800000,Policy_7
976,45,Male,2500000,Policy_7
977,47,Male,3000000,Policy_7
978,47,Male,2400000,Policy_7
979,48,Male,2800000,Policy_7
980,41,Male,2100000,Policy_7
981,49,Male,2900000,Policy_7
982,47,Male,2600000,Policy_7
983,48,Male,2800000,Policy_7
984,49,Male,3000000,Policy_7
985,41,Male,2700000,Policy_7
986,42,Male,3000000,Policy_7
987,45,Male,2500000,Policy_7
988,46,Male,2600000,Policy_7
989,42,Male,2200000,Policy_7
990,45,Male,2500000,Policy_7
991,44,Male,2200000,Policy_6
992,43,Male,2100000,Policy_6
993,44,Male,2400000,Policy_6
994,47,Male,2700000,Policy_7
995,48,Male,3000000,Policy_7
996,47,Male,2800000,Policy_7
997,41,Male,2000000,Policy_6
998,42,Male,2500000,Policy_7
999,47,Male,2500000,Policy_7
1000,43,Male,2400000,Policy_6
1001,44,Male,2500000,Policy_7
1002,46,Male,2700000,Policy_7
1003,51,Male,3500000,Policy_7
1004,52,Male,3500000,Policy_7
1005,56,Male,3500000,Policy_7
1006,54,Male,3500000,Policy_7
1007,57,Male,3500000,Policy_7
1008,51,Male,3500000,Policy_7
1009,52,Male,3500000,Policy_7
1010,53,Male,3500000,Policy_7
1011,52,Male,3500000,Policy_7
1012,54,Male,3500000,Policy_7
1013,56,Male,3500000,Policy_7
1014,54,Male,3500000,Policy_7
1015,57,Male,4000000,Policy_8
1016,58,Male,4000000,Policy_8
1017,59,Male,4000000,Policy_8
1018,51,Male,4000000,Policy_8
1019,58,Male,4000000,Policy_8
1020,59,Male,4000000,Policy_8
1021,57,Male,4000000,Policy_8
1022,58,Male,4000000,Policy_8
1023,54,Male,4000000,Policy_8
1024,51,Male,4000000,Policy_8
1025,52,Male,4000000,Policy_8
1026,56,Male,4000000,Policy_8
1027,54,Male,4000000,Policy_8
1028,54,Male,4000000,Policy_8
1029,52,Male,4000000,Policy_8
1030,54,Male,4000000,Policy_8
1031,57,Male,4000000,Policy_8
1032,51,Male,4000000,Policy_8
1033,56,Male,4500000,Policy_9
1034,56,Male,4500000,Policy_9
1035,53,Male,4500000,Policy_9
1036,59,Male,4500000,Policy_9
1037,54,Male,4500000,Policy_9
1038,57,Male,4500000,Policy_9
1039,51,Male,4500000,Policy_9
1040,52,Male,4500000,Policy_9
1041,55,Male,4500000,Policy_9
1042,55,Male,4500000,Policy_9
1043,59,Male,5000000,Policy_9
1044,53,Male,5000000,Policy_9
1045,51,Male,5000000,Policy_9
1046,55,Male,5000000,Policy_9
1047,57,Male,5000000,Policy_9
1048,55,Male,5000000,Policy_9
1049,52,Male,5000000,Policy_9
1050,54,Male,5000000,Policy_9
1051,57,Male,5000000,Policy_9
1052,59,Male,5000000,Policy_9
1053,24,Male,500000,Policy_3
1054,22,Male,500000,Policy_3
1055,25,Male,500000,Policy_3
1056,24,Male,500000,Policy_3
1057,23,Male,500000,Policy_3
1058,21,Male,500000,Policy_3
1059,23,Male,500000,Policy_3
1060,24,Male,500000,Policy_3
1061,26,Male,500000,Policy_3
1062,25,Male,500000,Policy_3
1063,21,Male,500000,Policy_3
1064,23,Male,500000,Policy_3
1065,21,Male,500000,Policy_3
1066,22,Male,500000,Policy_3
1067,22,Male,500000,Policy_3
1068,23,Male,500000,Policy_3
1069,23,Male,500000,Policy_3
1070,21,Male,500000,Policy_3
1071,21,Male,500000,Policy_3
1072,21,Male,500000,Policy_3
1073,24,Male,500000,Policy_3
1074,24,Male,500000,Policy_3
1075,25,Male,500000,Policy_3
1076,22,Male,500000,Policy_3
1077,23,Male,500000,Policy_3
1078,21,Male,500000,Policy_3
1079,22,Male,500000,Policy_3
1080,21,Male,500000,Policy_3
1081,23,Male,500000,Policy_3
1082,22,Male,500000,Policy_3
1083,24,Male,500000,Policy_3
1084,22,Male,500000,Policy_3
1085,21,Male,500000,Policy_3
1086,23,Male,500000,Policy_3
1087,21,Male,500000,Policy_3
1088,21,Male,500000,Policy_3
1089,24,Male,500000,Policy_3
1090,24,Male,500000,Policy_3
1091,23,Male,500000,Policy_3
1092,24,Male,500000,Policy_3
1093,21,Male,500000,Policy_3
1094,25,Male,500000,Policy_3
1095,24,Male,500000,Policy_3
1096,23,Male,500000,Policy_3
1097,21,Male,500000,Policy_3
1098,24,Male,500000,Policy_3
1099,21,Male,500000,Policy_3
1100,23,Male,500000,Policy_3
1101,24,Male,500000,Policy_3
1102,21,Male,500000,Policy_3
1103,27,Male,1200000,Policy_4
1104,26,Male,1200000,Policy_4
1105,28,Male,1200000,Policy_4
1106,29,Male,1200000,Policy_4
1107,25,Male,1200000,Policy_4
1108,29,Male,1200000,Policy_4
1109,30,Male,1200000,Policy_4
1110,34,Male,1200000,Policy_4
1111,31,Male,1200000,Policy_4
1112,32,Male,1200000,Policy_4
1113,33,Male,1200000,Policy_4
1114,33,Male,1200000,Policy_4
1115,34,Male,1200000,Policy_4
1116,29,Male,1200000,Policy_4
1117,28,Male,1200000,Policy_4
1118,30,Male,1200000,Policy_4
1119,29,Male,1200000,Policy_4
1120,31,Male,1000000,Policy_4
1121,34,Male,1000000,Policy_4
1122,28,Male,1000000,Policy_4
1123,29,Male,1000000,Policy_4
1124,33,Male,1000000,Policy_4
1125,35,Male,1000000,Policy_4
1126,31,Male,1000000,Policy_4
1127,26,Male,1000000,Policy_4
1128,27,Male,1000000,Policy_4
1129,31,Male,1000000,Policy_4
1130,30,Male,1000000,Policy_4
1131,33,Male,1000000,Policy_4
1132,28,Male,1000000,Policy_4
1133,27,Male,1000000,Policy_4
1134,31,Male,1000000,Policy_4
1135,34,Male,1000000,Policy_4
1136,35,Male,1800000,Policy_6
1137,33,Male,1800000,Policy_6
1138,28,Male,1800000,Policy_6
1139,29,Male,1800000,Policy_6
1140,31,Male,1800000,Policy_6
1141,30,Male,1800000,Policy_6
1142,33,Male,1800000,Policy_6
1143,27,Male,1800000,Policy_6
1144,29,Male,1800000,Policy_6
1145,28,Male,1800000,Policy_6
1146,31,Male,1800000,Policy_6
1147,33,Male,1800000,Policy_6
1148,30,Male,1800000,Policy_6
1149,29,Male,1800000,Policy_6
1150,27,Male,1800000,Policy_6
1151,31,Male,1800000,Policy_6
1152,30,Male,1800000,Policy_6
1153,21,Female,300000,Policy_1
1154,22,Female,300000,Policy_1
1155,24,Female,300000,Policy_1
1156,21,Female,300000,Policy_1
1157,23,Female,300000,Policy_1
1158,24,Female,300000,Policy_1
1159,23,Female,300000,Policy_1
1160,21,Female,300000,Policy_1
1161,24,Female,300000,Policy_1
1162,21,Female,300000,Policy_1
1163,24,Female,300000,Policy_1
1164,23,Female,300000,Policy_1
1165,24,Female,300000,Policy_1
1166,22,Female,300000,Policy_1
1167,21,Female,300000,Policy_1
1168,24,Female,300000,Policy_1
1169,22,Female,300000,Policy_1
1170,22,Female,300000,Policy_1
1171,21,Female,300000,Policy_1
1172,23,Female,300000,Policy_1
1173,20,Female,300000,Policy_1
1174,21,Female,300000,Policy_1
1175,23,Female,300000,Policy_1
1176,24,Female,300000,Policy_1
1177,22,Female,300000,Policy_1
1178,21,Female,300000,Policy_1
1179,23,Female,300000,Policy_1
1180,21,Female,300000,Policy_1
1181,23,Female,300000,Policy_1
1182,21,Female,300000,Policy_1
1183,21,Female,300000,Policy_1
1184,24,Female,300000,Policy_1
1185,24,Female,300000,Policy_1
1186,24,Female,300000,Policy_1
1187,23,Female,300000,Policy_1
1188,23,Female,300000,Policy_1
1189,21,Female,300000,Policy_1
1190,23,Female,300000,Policy_1
1191,24,Female,300000,Policy_1
1192,20,Female,300000,Policy_1
1193,25,Female,500000,Policy_3
1194,21,Female,300000,Policy_1
1195,23,Female,300000,Policy_1
1196,21,Female,300000,Policy_1
1197,24,Female,300000,Policy_1
1198,23,Female,300000,Policy_1
1199,22,Female,300000,Policy_1
1200,22,Female,300000,Policy_1
1201,22,Female,300000,Policy_1
1202,23,Female,300000,Policy_1
1203,26,Female,1000000,Policy_13
1204,27,Female,1000000,Policy_13
1205,25,Female,1000000,Policy_13
1206,25,Female,1000000,Policy_13
1207,27,Female,1000000,Policy_13
1208,28,Female,1000000,Policy_13
1209,29,Female,1000000,Policy_13
1210,26,Female,1000000,Policy_13
1211,27,Female,1000000,Policy_13
1212,28,Female,1000000,Policy_13
1213,29,Female,1000000,Policy_13
1214,30,Female,1000000,Policy_13
1215,26,Female,1000000,Policy_13
1216,27,Female,1000000,Policy_13
1217,28,Female,1000000,Policy_13
1218,27,Female,1000000,Policy_13
1219,29,Female,1000000,Policy_13
1220,28,Female,1000000,Policy_13
1221,27,Female,1000000,Policy_13
1222,30,Female,1000000,Policy_13
1223,30,Female,1500000,Policy_14
1224,30,Female,1500000,Policy_14
1225,31,Female,1500000,Policy_14
1226,33,Female,1500000,Policy_14
1227,32,Female,1500000,Policy_14
1228,33,Female,1500000,Policy_14
1229,34,Female,1500000,Policy_14
1230,35,Female,1500000,Policy_14
1231,31,Female,1500000,Policy_14
1232,35,Female,1500000,Policy_14
1233,33,Female,1500000,Policy_14
1234,29,Female,1500000,Policy_14
1235,27,Female,1500000,Policy_14
1236,28,Female,2500000,Policy_15
1237,31,Female,2500000,Policy_15
1238,30,Female,2500000,Policy_15
1239,34,Female,2500000,Policy_15
1240,33,Female,2500000,Policy_15
1241,31,Female,2500000,Policy_15
1242,34,Female,2500000,Policy_15
1243,29,Female,2500000,Policy_15
1244,28,Female,2500000,Policy_15
1245,27,Female,2500000,Policy_15
1246,26,Female,2500000,Policy_15
1247,34,Female,2500000,Policy_15
1248,31,Female,2500000,Policy_15
1249,30,Female,2500000,Policy_15
1250,30,Female,2500000,Policy_15
1251,29,Female,2500000,Policy_15
1252,27,Female,2000000,Policy_14
1253,31,Female,2000000,Policy_14
1254,34,Female,2000000,Policy_14
1255,35,Female,2000000,Policy_14
1256,31,Female,2000000,Policy_14
1257,34,Female,2000000,Policy_14
1258,28,Female,2000000,Policy_14
1259,27,Female,2000000,Policy_14
1260,29,Female,2000000,Policy_14
1261,27,Female,2000000,Policy_14
1262,28,Female,2000000,Policy_14
1263,31,Female,2000000,Policy_14
1264,33,Female,1800000,Policy_14
1265,33,Female,1800000,Policy_14
1266,31,Female,1800000,Policy_14
1267,30,Female,1800000,Policy_14
1268,32,Female,1800000,Policy_14
1269,34,Female,1800000,Policy_14
1270,33,Female,1800000,Policy_14
1271,26,Female,1800000,Policy_14
1272,27,Female,1800000,Policy_14
1273,28,Female,1800000,Policy_14
1274,33,Female,1800000,Policy_14
1275,31,Female,1800000,Policy_14
1276,30,Female,1800000,Policy_14
1277,30,Female,1800000,Policy_14
1278,27,Female,1800000,Policy_14
1279,27,Female,1500000,Policy_14
1280,28,Female,1500000,Policy_14
1281,31,Female,1500000,Policy_14
1282,33,Female,1500000,Policy_14
1283,31,Female,1500000,Policy_14
1284,32,Female,1500000,Policy_14
1285,32,Female,1500000,Policy_14
1286,28,Female,1500000,Policy_14
1287,29,Female,1500000,Policy_14
1288,30,Female,1500000,Policy_14
1289,31,Female,1500000,Policy_14
1290,32,Female,1500000,Policy_14
1291,30,Female,1500000,Policy_14
1292,32,Female,1500000,Policy_14
1293,28,Female,1500000,Policy_14
1294,29,Female,1500000,Policy_14
1295,34,Female,1500000,Policy_14
1296,31,Female,1500000,Policy_14
1297,29,Female,1500000,Policy_14
1298,28,Female,2400000,Policy_15
1299,31,Female,2400000,Policy_15
1300,33,Female,2400000,Policy_15
1301,30,Female,2400000,Policy_15
1302,34,Female,2400000,Policy_15
1303,37,Female,3000000,Policy_15
1304,36,Female,3000000,Policy_15
1305,35,Female,3000000,Policy_15
1306,37,Female,3000000,Policy_15
1307,39,Female,3000000,Policy_15
1308,38,Female,3000000,Policy_15
1309,37,Female,3000000,Policy_15
1310,40,Female,3500000,Policy_15
1311,41,Female,3500000,Policy_15
1312,40,Female,3500000,Policy_15
1313,44,Female,3500000,Policy_15
1314,42,Female,3500000,Policy_15
1315,45,Female,3500000,Policy_15
1316,41,Female,3500000,Policy_15
1317,41,Female,3500000,Policy_15
1318,40,Female,3500000,Policy_15
1319,39,Female,3100000,Policy_15
1320,38,Female,3100000,Policy_15
1321,37,Female,3100000,Policy_15
1322,36,Female,3100000,Policy_15
1323,40,Female,3100000,Policy_15
1324,39,Female,3100000,Policy_15
1325,39,Female,3100000,Policy_15
1326,38,Female,3100000,Policy_15
1327,36,Female,3100000,Policy_15
1328,41,Female,4000000,Policy_16
1329,40,Female,4000000,Policy_16
1330,42,Female,4000000,Policy_16
1331,41,Female,4000000,Policy_16
1332,41,Female,4000000,Policy_16
1333,39,Female,4000000,Policy_16
1334,42,Female,4000000,Policy_16
1335,45,Female,4000000,Policy_16
1336,44,Female,4000000,Policy_16
1337,41,Female,4000000,Policy_16
1338,39,Female,4000000,Policy_16
1339,38,Female,4000000,Policy_16
1340,37,Female,4000000,Policy_16
1341,39,Female,4000000,Policy_16
1342,44,Female,4000000,Policy_16
1343,45,Female,4500000,Policy_16
1344,42,Female,4500000,Policy_16
1345,43,Female,4500000,Policy_16
1346,43,Female,4500000,Policy_16
1347,41,Female,4500000,Policy_16
1348,40,Female,4500000,Policy_16
1349,45,Female,4500000,Policy_16
1350,44,Female,4500000,Policy_16
1351,39,Female,4500000,Policy_16
1352,38,Female,4500000,Policy_16
1353,47,Female,5000000,Policy_8
1354,48,Female,5000000,Policy_8
1355,46,Female,5000000,Policy_8
1356,47,Female,5000000,Policy_8
1357,48,Female,5000000,Policy_8
1358,46,Female,5000000,Policy_8
1359,49,Female,5000000,Policy_8
1360,50,Female,5000000,Policy_8
1361,52,Female,5000000,Policy_8
1362,53,Female,5000000,Policy_8
1363,55,Female,5000000,Policy_8
1364,58,Female,5000000,Policy_8
1365,55,Female,5000000,Policy_8
1366,56,Female,5000000,Policy_8
1367,57,Female,5000000,Policy_8
1368,59,Female,5000000,Policy_8
1369,52,Female,5000000,Policy_8
1370,53,Female,5000000,Policy_8
1371,50,Female,5000000,Policy_8
1372,50,Female,5000000,Policy_8
1373,51,Female,4800000,Policy_8
1374,52,Female,4800000,Policy_8
1375,53,Female,4800000,Policy_8
1376,51,Female,4800000,Policy_8
1377,52,Female,4800000,Policy_8
1378,50,Female,4800000,Policy_8
1379,51,Female,4800000,Policy_8
1380,57,Female,4800000,Policy_8
1381,49,Female,5500000,Policy_8
1382,47,Female,5500000,Policy_8
1383,48,Female,5500000,Policy_8
1384,49,Female,5500000,Policy_9
1385,50,Female,5500000,Policy_9
1386,51,Female,5500000,Policy_9
1387,57,Female,5500000,Policy_9
1388,58,Female,5500000,Policy_9
1389,51,Female,5500000,Policy_9
1390,52,Female,5500000,Policy_9
1391,53,Female,5500000,Policy_9
1392,58,Female,5500000,Policy_9
1393,54,Female,5500000,Policy_9
1394,51,Female,5500000,Policy_9
1395,50,Female,5500000,Policy_9
1396,57,Female,5500000,Policy_9
1397,58,Female,5500000,Policy_9
1398,57,Female,5500000,Policy_9
1399,53,Female,5500000,Policy_9
1400,51,Female,5500000,Policy_9
1401,52,Female,5500000,Policy_9
1402,48,Female,5500000,Policy_9
